repository,file_path,change_count
fastapi,docs/en/docs/advanced/generate-clients.md,3
fastapi,docs/en/docs/advanced/settings.md,3
fastapi,docs/en/docs/deployment/docker.md,3
fastapi,docs/en/docs/deployment/manually.md,3
fastapi,docs/en/docs/help-fastapi.md,3
fastapi,docs/en/docs/tutorial/first-steps.md,3
fastapi,docs/en/docs/tutorial/static-files.md,3
fastapi,docs/en/docs/tutorial/testing.md,3
fastapi,docs/en/docs/tutorial/index.md,3
fastapi,docs/en/docs/tutorial/bigger-applications.md,3
fastapi,.github/workflows/issue-manager.yml,3
fastapi,scripts/docs.py,3
fastapi,fastapi/.agents/skills/fastapi/SKILL.md,3
fastapi,docs/hi/docs/advanced/additional-responses.md,2
fastapi,docs/hi/docs/advanced/async-tests.md,2
fastapi,docs/hi/docs/advanced/behind-a-proxy.md,2
fastapi,docs/hi/docs/advanced/dataclasses.md,2
fastapi,docs/hi/docs/advanced/events.md,2
fastapi,docs/hi/docs/advanced/generate-clients.md,2
fastapi,docs/hi/docs/advanced/middleware.md,2
fastapi,docs/hi/docs/advanced/openapi-callbacks.md,2
fastapi,docs/hi/docs/advanced/response-cookies.md,2
fastapi,docs/hi/docs/advanced/response-headers.md,2
fastapi,docs/hi/docs/advanced/settings.md,2
fastapi,docs/hi/docs/advanced/sub-applications.md,2
fastapi,docs/hi/docs/advanced/templates.md,2
fastapi,docs/hi/docs/advanced/testing-events.md,2
fastapi,docs/hi/docs/advanced/testing-websockets.md,2
fastapi,docs/hi/docs/advanced/using-request-directly.md,2
fastapi,docs/hi/docs/advanced/websockets.md,2
fastapi,docs/hi/docs/advanced/wsgi.md,2
fastapi,docs/hi/docs/alternatives.md,2
fastapi,docs/hi/docs/deployment/docker.md,2
fastapi,docs/hi/docs/deployment/fastapicloud.md,2
fastapi,docs/hi/docs/deployment/manually.md,2
fastapi,docs/hi/docs/deployment/server-workers.md,2
fastapi,docs/hi/docs/environment-variables.md,2
fastapi,docs/hi/docs/fastapi-cli.md,2
fastapi,docs/hi/docs/features.md,2
fastapi,docs/hi/docs/help-fastapi.md,2
fastapi,docs/hi/docs/history-design-future.md,2
fastapi,docs/hi/docs/how-to/custom-request-and-route.md,2
fastapi,docs/hi/docs/how-to/extending-openapi.md,2
fastapi,docs/hi/docs/how-to/graphql.md,2
fastapi,docs/hi/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/hi/docs/index.md,2
fastapi,docs/hi/docs/project-generation.md,2
fastapi,docs/hi/docs/python-types.md,2
fastapi,docs/hi/docs/tutorial/background-tasks.md,2
fastapi,docs/hi/docs/tutorial/bigger-applications.md,2
fastapi,docs/hi/docs/tutorial/body-nested-models.md,2
fastapi,docs/hi/docs/tutorial/body.md,2
fastapi,docs/hi/docs/tutorial/debugging.md,2
fastapi,docs/hi/docs/tutorial/extra-data-types.md,2
fastapi,docs/hi/docs/tutorial/extra-models.md,2
fastapi,docs/hi/docs/tutorial/first-steps.md,2
fastapi,docs/hi/docs/tutorial/frontend.md,2
fastapi,docs/hi/docs/tutorial/handling-errors.md,2
fastapi,docs/hi/docs/tutorial/index.md,2
fastapi,docs/hi/docs/tutorial/middleware.md,2
fastapi,docs/hi/docs/tutorial/path-params.md,2
fastapi,docs/hi/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/hi/docs/tutorial/request-files.md,2
fastapi,docs/hi/docs/tutorial/request-form-models.md,2
fastapi,docs/hi/docs/tutorial/request-forms-and-files.md,2
fastapi,docs/hi/docs/tutorial/request-forms.md,2
fastapi,docs/hi/docs/tutorial/response-model.md,2
fastapi,docs/hi/docs/tutorial/schema-extra-example.md,2
fastapi,docs/hi/docs/tutorial/security/first-steps.md,2
fastapi,docs/hi/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/hi/docs/tutorial/sql-databases.md,2
fastapi,docs/hi/docs/tutorial/static-files.md,2
fastapi,docs/hi/docs/tutorial/testing.md,2
fastapi,docs/hi/docs/virtual-environments.md,2
fastapi,docs/ru/docs/advanced/dataclasses.md,2
fastapi,docs/ru/docs/advanced/events.md,2
fastapi,docs/ru/docs/advanced/generate-clients.md,2
fastapi,docs/ru/docs/advanced/openapi-callbacks.md,2
fastapi,docs/ru/docs/advanced/response-cookies.md,2
fastapi,docs/ru/docs/advanced/response-headers.md,2
fastapi,docs/ru/docs/advanced/settings.md,2
fastapi,docs/ru/docs/advanced/wsgi.md,2
fastapi,docs/ru/docs/alternatives.md,2
fastapi,docs/ru/docs/deployment/manually.md,2
fastapi,docs/ru/docs/environment-variables.md,2
fastapi,docs/ru/docs/features.md,2
fastapi,docs/ru/docs/help-fastapi.md,2
fastapi,docs/ru/docs/how-to/custom-request-and-route.md,2
fastapi,docs/ru/docs/how-to/graphql.md,2
fastapi,docs/ru/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/ru/docs/index.md,2
fastapi,docs/ru/docs/project-generation.md,2
fastapi,docs/ru/docs/python-types.md,2
fastapi,docs/ru/docs/tutorial/bigger-applications.md,2
fastapi,docs/ru/docs/tutorial/body-nested-models.md,2
fastapi,docs/ru/docs/tutorial/body.md,2
fastapi,docs/ru/docs/tutorial/debugging.md,2
fastapi,docs/ru/docs/tutorial/extra-data-types.md,2
fastapi,docs/ru/docs/tutorial/extra-models.md,2
fastapi,docs/ru/docs/tutorial/first-steps.md,2
fastapi,docs/ru/docs/tutorial/handling-errors.md,2
fastapi,docs/ru/docs/tutorial/index.md,2
fastapi,docs/ru/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/ru/docs/tutorial/request-files.md,2
fastapi,docs/ru/docs/tutorial/request-forms.md,2
fastapi,docs/ru/docs/tutorial/schema-extra-example.md,2
fastapi,docs/ru/docs/tutorial/security/first-steps.md,2
fastapi,docs/ru/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/ru/docs/tutorial/sql-databases.md,2
fastapi,docs/ru/docs/tutorial/static-files.md,2
fastapi,docs/ru/docs/tutorial/testing.md,2
fastapi,docs/ru/docs/virtual-environments.md,2
fastapi,docs/zh-hant/docs/advanced/additional-responses.md,2
fastapi,docs/zh-hant/docs/advanced/response-cookies.md,2
fastapi,docs/zh-hant/docs/advanced/response-headers.md,2
fastapi,docs/zh-hant/docs/advanced/settings.md,2
fastapi,docs/zh-hant/docs/advanced/websockets.md,2
fastapi,docs/zh-hant/docs/alternatives.md,2
fastapi,docs/zh-hant/docs/deployment/fastapicloud.md,2
fastapi,docs/zh-hant/docs/deployment/server-workers.md,2
fastapi,docs/zh-hant/docs/environment-variables.md,2
fastapi,docs/zh-hant/docs/features.md,2
fastapi,docs/zh-hant/docs/help-fastapi.md,2
fastapi,docs/zh-hant/docs/how-to/custom-request-and-route.md,2
fastapi,docs/zh-hant/docs/how-to/extending-openapi.md,2
fastapi,docs/zh-hant/docs/how-to/graphql.md,2
fastapi,docs/zh-hant/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/zh-hant/docs/project-generation.md,2
fastapi,docs/zh-hant/docs/python-types.md,2
fastapi,docs/zh-hant/docs/tutorial/extra-data-types.md,2
fastapi,docs/zh-hant/docs/tutorial/extra-models.md,2
fastapi,docs/zh-hant/docs/tutorial/handling-errors.md,2
fastapi,docs/zh-hant/docs/tutorial/index.md,2
fastapi,docs/zh-hant/docs/tutorial/path-params.md,2
fastapi,docs/zh-hant/docs/tutorial/request-form-models.md,2
fastapi,docs/zh-hant/docs/tutorial/request-forms-and-files.md,2
fastapi,docs/zh-hant/docs/tutorial/response-model.md,2
fastapi,docs/zh-hant/docs/tutorial/sql-databases.md,2
fastapi,docs/zh-hant/docs/tutorial/static-files.md,2
fastapi,docs/zh-hant/docs/virtual-environments.md,2
fastapi,docs/uk/docs/advanced/dataclasses.md,2
fastapi,docs/uk/docs/advanced/events.md,2
fastapi,docs/uk/docs/advanced/generate-clients.md,2
fastapi,docs/uk/docs/advanced/openapi-callbacks.md,2
fastapi,docs/uk/docs/advanced/response-cookies.md,2
fastapi,docs/uk/docs/advanced/response-headers.md,2
fastapi,docs/uk/docs/advanced/settings.md,2
fastapi,docs/uk/docs/advanced/wsgi.md,2
fastapi,docs/uk/docs/alternatives.md,2
fastapi,docs/uk/docs/deployment/docker.md,2
fastapi,docs/uk/docs/deployment/manually.md,2
fastapi,docs/uk/docs/environment-variables.md,2
fastapi,docs/uk/docs/features.md,2
fastapi,docs/uk/docs/help-fastapi.md,2
fastapi,docs/uk/docs/how-to/custom-request-and-route.md,2
fastapi,docs/uk/docs/how-to/graphql.md,2
fastapi,docs/uk/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/uk/docs/index.md,2
fastapi,docs/uk/docs/project-generation.md,2
fastapi,docs/uk/docs/python-types.md,2
fastapi,docs/uk/docs/tutorial/bigger-applications.md,2
fastapi,docs/uk/docs/tutorial/body-nested-models.md,2
fastapi,docs/uk/docs/tutorial/body.md,2
fastapi,docs/uk/docs/tutorial/debugging.md,2
fastapi,docs/uk/docs/tutorial/extra-data-types.md,2
fastapi,docs/uk/docs/tutorial/extra-models.md,2
fastapi,docs/uk/docs/tutorial/first-steps.md,2
fastapi,docs/uk/docs/tutorial/handling-errors.md,2
fastapi,docs/uk/docs/tutorial/index.md,2
fastapi,docs/uk/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/uk/docs/tutorial/request-files.md,2
fastapi,docs/uk/docs/tutorial/request-forms.md,2
fastapi,docs/uk/docs/tutorial/schema-extra-example.md,2
fastapi,docs/uk/docs/tutorial/security/first-steps.md,2
fastapi,docs/uk/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/uk/docs/tutorial/sql-databases.md,2
fastapi,docs/uk/docs/tutorial/static-files.md,2
fastapi,docs/uk/docs/tutorial/testing.md,2
fastapi,docs/uk/docs/virtual-environments.md,2
fastapi,docs/de/docs/advanced/dataclasses.md,2
fastapi,docs/de/docs/advanced/events.md,2
fastapi,docs/de/docs/advanced/generate-clients.md,2
fastapi,docs/de/docs/advanced/openapi-callbacks.md,2
fastapi,docs/de/docs/advanced/response-cookies.md,2
fastapi,docs/de/docs/advanced/response-headers.md,2
fastapi,docs/de/docs/advanced/settings.md,2
fastapi,docs/de/docs/advanced/wsgi.md,2
fastapi,docs/de/docs/alternatives.md,2
fastapi,docs/de/docs/deployment/docker.md,2
fastapi,docs/de/docs/deployment/manually.md,2
fastapi,docs/de/docs/environment-variables.md,2
fastapi,docs/de/docs/features.md,2
fastapi,docs/de/docs/help-fastapi.md,2
fastapi,docs/de/docs/how-to/custom-request-and-route.md,2
fastapi,docs/de/docs/how-to/graphql.md,2
fastapi,docs/de/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/de/docs/index.md,2
fastapi,docs/de/docs/project-generation.md,2
fastapi,docs/de/docs/python-types.md,2
fastapi,docs/de/docs/tutorial/bigger-applications.md,2
fastapi,docs/de/docs/tutorial/body-nested-models.md,2
fastapi,docs/de/docs/tutorial/body.md,2
fastapi,docs/de/docs/tutorial/debugging.md,2
fastapi,docs/de/docs/tutorial/extra-data-types.md,2
fastapi,docs/de/docs/tutorial/extra-models.md,2
fastapi,docs/de/docs/tutorial/first-steps.md,2
fastapi,docs/de/docs/tutorial/handling-errors.md,2
fastapi,docs/de/docs/tutorial/index.md,2
fastapi,docs/de/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/de/docs/tutorial/request-files.md,2
fastapi,docs/de/docs/tutorial/request-forms.md,2
fastapi,docs/de/docs/tutorial/schema-extra-example.md,2
fastapi,docs/de/docs/tutorial/security/first-steps.md,2
fastapi,docs/de/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/de/docs/tutorial/sql-databases.md,2
fastapi,docs/de/docs/tutorial/static-files.md,2
fastapi,docs/de/docs/tutorial/testing.md,2
fastapi,docs/de/docs/virtual-environments.md,2
fastapi,docs/tr/docs/advanced/dataclasses.md,2
fastapi,docs/tr/docs/advanced/events.md,2
fastapi,docs/tr/docs/advanced/generate-clients.md,2
fastapi,docs/tr/docs/advanced/openapi-callbacks.md,2
fastapi,docs/tr/docs/advanced/response-cookies.md,2
fastapi,docs/tr/docs/advanced/response-headers.md,2
fastapi,docs/tr/docs/advanced/settings.md,2
fastapi,docs/tr/docs/advanced/wsgi.md,2
fastapi,docs/tr/docs/alternatives.md,2
fastapi,docs/tr/docs/deployment/docker.md,2
fastapi,docs/tr/docs/deployment/manually.md,2
fastapi,docs/tr/docs/environment-variables.md,2
fastapi,docs/tr/docs/features.md,2
fastapi,docs/tr/docs/help-fastapi.md,2
fastapi,docs/tr/docs/how-to/custom-request-and-route.md,2
fastapi,docs/tr/docs/how-to/graphql.md,2
fastapi,docs/tr/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/tr/docs/index.md,2
fastapi,docs/tr/docs/project-generation.md,2
fastapi,docs/tr/docs/python-types.md,2
fastapi,docs/tr/docs/tutorial/bigger-applications.md,2
fastapi,docs/tr/docs/tutorial/body-nested-models.md,2
fastapi,docs/tr/docs/tutorial/body.md,2
fastapi,docs/tr/docs/tutorial/debugging.md,2
fastapi,docs/tr/docs/tutorial/extra-data-types.md,2
fastapi,docs/tr/docs/tutorial/extra-models.md,2
fastapi,docs/tr/docs/tutorial/first-steps.md,2
fastapi,docs/tr/docs/tutorial/handling-errors.md,2
fastapi,docs/tr/docs/tutorial/index.md,2
fastapi,docs/tr/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/tr/docs/tutorial/request-files.md,2
fastapi,docs/tr/docs/tutorial/request-forms.md,2
fastapi,docs/tr/docs/tutorial/schema-extra-example.md,2
fastapi,docs/tr/docs/tutorial/security/first-steps.md,2
fastapi,docs/tr/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/tr/docs/tutorial/sql-databases.md,2
fastapi,docs/tr/docs/tutorial/static-files.md,2
fastapi,docs/tr/docs/tutorial/testing.md,2
fastapi,docs/tr/docs/virtual-environments.md,2
fastapi,docs/ja/docs/advanced/dataclasses.md,2
fastapi,docs/ja/docs/advanced/events.md,2
fastapi,docs/ja/docs/advanced/generate-clients.md,2
fastapi,docs/ja/docs/advanced/openapi-callbacks.md,2
fastapi,docs/ja/docs/advanced/response-cookies.md,2
fastapi,docs/ja/docs/advanced/response-headers.md,2
fastapi,docs/ja/docs/advanced/settings.md,2
fastapi,docs/ja/docs/advanced/wsgi.md,2
fastapi,docs/ja/docs/alternatives.md,2
fastapi,docs/ja/docs/deployment/docker.md,2
fastapi,docs/ja/docs/deployment/manually.md,2
fastapi,docs/ja/docs/environment-variables.md,2
fastapi,docs/ja/docs/features.md,2
fastapi,docs/ja/docs/help-fastapi.md,2
fastapi,docs/ja/docs/how-to/custom-request-and-route.md,2
fastapi,docs/ja/docs/how-to/graphql.md,2
fastapi,docs/ja/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/ja/docs/index.md,2
fastapi,docs/ja/docs/project-generation.md,2
fastapi,docs/ja/docs/python-types.md,2
fastapi,docs/ja/docs/tutorial/bigger-applications.md,2
fastapi,docs/ja/docs/tutorial/body-nested-models.md,2
fastapi,docs/ja/docs/tutorial/body.md,2
fastapi,docs/ja/docs/tutorial/debugging.md,2
fastapi,docs/ja/docs/tutorial/extra-data-types.md,2
fastapi,docs/ja/docs/tutorial/extra-models.md,2
fastapi,docs/ja/docs/tutorial/first-steps.md,2
fastapi,docs/ja/docs/tutorial/handling-errors.md,2
fastapi,docs/ja/docs/tutorial/index.md,2
fastapi,docs/ja/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/ja/docs/tutorial/request-files.md,2
fastapi,docs/ja/docs/tutorial/request-forms.md,2
fastapi,docs/ja/docs/tutorial/schema-extra-example.md,2
fastapi,docs/ja/docs/tutorial/security/first-steps.md,2
fastapi,docs/ja/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/ja/docs/tutorial/sql-databases.md,2
fastapi,docs/ja/docs/tutorial/static-files.md,2
fastapi,docs/ja/docs/tutorial/testing.md,2
fastapi,docs/ja/docs/virtual-environments.md,2
fastapi,docs/fr/docs/advanced/additional-responses.md,2
fastapi,docs/fr/docs/advanced/response-cookies.md,2
fastapi,docs/fr/docs/advanced/response-headers.md,2
fastapi,docs/fr/docs/advanced/settings.md,2
fastapi,docs/fr/docs/advanced/websockets.md,2
fastapi,docs/fr/docs/alternatives.md,2
fastapi,docs/fr/docs/deployment/fastapicloud.md,2
fastapi,docs/fr/docs/deployment/server-workers.md,2
fastapi,docs/fr/docs/environment-variables.md,2
fastapi,docs/fr/docs/features.md,2
fastapi,docs/fr/docs/help-fastapi.md,2
fastapi,docs/fr/docs/how-to/custom-request-and-route.md,2
fastapi,docs/fr/docs/how-to/extending-openapi.md,2
fastapi,docs/fr/docs/how-to/graphql.md,2
fastapi,docs/fr/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/fr/docs/project-generation.md,2
fastapi,docs/fr/docs/python-types.md,2
fastapi,docs/fr/docs/tutorial/extra-data-types.md,2
fastapi,docs/fr/docs/tutorial/extra-models.md,2
fastapi,docs/fr/docs/tutorial/handling-errors.md,2
fastapi,docs/fr/docs/tutorial/index.md,2
fastapi,docs/fr/docs/tutorial/path-params.md,2
fastapi,docs/fr/docs/tutorial/request-form-models.md,2
fastapi,docs/fr/docs/tutorial/request-forms-and-files.md,2
fastapi,docs/fr/docs/tutorial/response-model.md,2
fastapi,docs/fr/docs/tutorial/sql-databases.md,2
fastapi,docs/fr/docs/tutorial/static-files.md,2
fastapi,docs/fr/docs/virtual-environments.md,2
fastapi,docs/zh/docs/advanced/dataclasses.md,2
fastapi,docs/zh/docs/advanced/events.md,2
fastapi,docs/zh/docs/advanced/generate-clients.md,2
fastapi,docs/zh/docs/advanced/openapi-callbacks.md,2
fastapi,docs/zh/docs/advanced/response-cookies.md,2
fastapi,docs/zh/docs/advanced/response-headers.md,2
fastapi,docs/zh/docs/advanced/settings.md,2
fastapi,docs/zh/docs/advanced/wsgi.md,2
fastapi,docs/zh/docs/alternatives.md,2
fastapi,docs/zh/docs/deployment/docker.md,2
fastapi,docs/zh/docs/deployment/manually.md,2
fastapi,docs/zh/docs/environment-variables.md,2
fastapi,docs/zh/docs/features.md,2
fastapi,docs/zh/docs/help-fastapi.md,2
fastapi,docs/zh/docs/how-to/custom-request-and-route.md,2
fastapi,docs/zh/docs/how-to/graphql.md,2
fastapi,docs/zh/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/zh/docs/index.md,2
fastapi,docs/zh/docs/project-generation.md,2
fastapi,docs/zh/docs/python-types.md,2
fastapi,docs/zh/docs/tutorial/bigger-applications.md,2
fastapi,docs/zh/docs/tutorial/body-nested-models.md,2
fastapi,docs/zh/docs/tutorial/body.md,2
fastapi,docs/zh/docs/tutorial/debugging.md,2
fastapi,docs/zh/docs/tutorial/extra-data-types.md,2
fastapi,docs/zh/docs/tutorial/extra-models.md,2
fastapi,docs/zh/docs/tutorial/first-steps.md,2
fastapi,docs/zh/docs/tutorial/handling-errors.md,2
fastapi,docs/zh/docs/tutorial/index.md,2
fastapi,docs/zh/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/zh/docs/tutorial/request-files.md,2
fastapi,docs/zh/docs/tutorial/request-forms.md,2
fastapi,docs/zh/docs/tutorial/schema-extra-example.md,2
fastapi,docs/zh/docs/tutorial/security/first-steps.md,2
fastapi,docs/zh/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/zh/docs/tutorial/sql-databases.md,2
fastapi,docs/zh/docs/tutorial/static-files.md,2
fastapi,docs/zh/docs/tutorial/testing.md,2
fastapi,docs/zh/docs/virtual-environments.md,2
fastapi,docs/es/docs/advanced/dataclasses.md,2
fastapi,docs/es/docs/advanced/events.md,2
fastapi,docs/es/docs/advanced/generate-clients.md,2
fastapi,docs/es/docs/advanced/openapi-callbacks.md,2
fastapi,docs/es/docs/advanced/response-cookies.md,2
fastapi,docs/es/docs/advanced/response-headers.md,2
fastapi,docs/es/docs/advanced/settings.md,2
fastapi,docs/es/docs/advanced/wsgi.md,2
fastapi,docs/es/docs/alternatives.md,2
fastapi,docs/es/docs/deployment/docker.md,2
fastapi,docs/es/docs/deployment/manually.md,2
fastapi,docs/es/docs/environment-variables.md,2
fastapi,docs/es/docs/features.md,2
fastapi,docs/es/docs/help-fastapi.md,2
fastapi,docs/es/docs/how-to/custom-request-and-route.md,2
fastapi,docs/es/docs/how-to/graphql.md,2
fastapi,docs/es/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/es/docs/index.md,2
fastapi,docs/es/docs/project-generation.md,2
fastapi,docs/es/docs/python-types.md,2
fastapi,docs/es/docs/tutorial/bigger-applications.md,2
fastapi,docs/es/docs/tutorial/body-nested-models.md,2
fastapi,docs/es/docs/tutorial/body.md,2
fastapi,docs/es/docs/tutorial/debugging.md,2
fastapi,docs/es/docs/tutorial/extra-data-types.md,2
fastapi,docs/es/docs/tutorial/extra-models.md,2
fastapi,docs/es/docs/tutorial/first-steps.md,2
fastapi,docs/es/docs/tutorial/handling-errors.md,2
fastapi,docs/es/docs/tutorial/index.md,2
fastapi,docs/es/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/es/docs/tutorial/request-files.md,2
fastapi,docs/es/docs/tutorial/request-forms.md,2
fastapi,docs/es/docs/tutorial/schema-extra-example.md,2
fastapi,docs/es/docs/tutorial/security/first-steps.md,2
fastapi,docs/es/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/es/docs/tutorial/sql-databases.md,2
fastapi,docs/es/docs/tutorial/static-files.md,2
fastapi,docs/es/docs/tutorial/testing.md,2
fastapi,docs/es/docs/virtual-environments.md,2
fastapi,docs/pt/docs/advanced/dataclasses.md,2
fastapi,docs/pt/docs/advanced/events.md,2
fastapi,docs/pt/docs/advanced/generate-clients.md,2
fastapi,docs/pt/docs/advanced/openapi-callbacks.md,2
fastapi,docs/pt/docs/advanced/response-cookies.md,2
fastapi,docs/pt/docs/advanced/response-headers.md,2
fastapi,docs/pt/docs/advanced/settings.md,2
fastapi,docs/pt/docs/advanced/wsgi.md,2
fastapi,docs/pt/docs/alternatives.md,2
fastapi,docs/pt/docs/deployment/docker.md,2
fastapi,docs/pt/docs/deployment/manually.md,2
fastapi,docs/pt/docs/environment-variables.md,2
fastapi,docs/pt/docs/features.md,2
fastapi,docs/pt/docs/help-fastapi.md,2
fastapi,docs/pt/docs/how-to/custom-request-and-route.md,2
fastapi,docs/pt/docs/how-to/graphql.md,2
fastapi,docs/pt/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/pt/docs/index.md,2
fastapi,docs/pt/docs/project-generation.md,2
fastapi,docs/pt/docs/python-types.md,2
fastapi,docs/pt/docs/tutorial/bigger-applications.md,2
fastapi,docs/pt/docs/tutorial/body-nested-models.md,2
fastapi,docs/pt/docs/tutorial/body.md,2
fastapi,docs/pt/docs/tutorial/debugging.md,2
fastapi,docs/pt/docs/tutorial/extra-data-types.md,2
fastapi,docs/pt/docs/tutorial/extra-models.md,2
fastapi,docs/pt/docs/tutorial/first-steps.md,2
fastapi,docs/pt/docs/tutorial/handling-errors.md,2
fastapi,docs/pt/docs/tutorial/index.md,2
fastapi,docs/pt/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/pt/docs/tutorial/request-files.md,2
fastapi,docs/pt/docs/tutorial/request-forms.md,2
fastapi,docs/pt/docs/tutorial/schema-extra-example.md,2
fastapi,docs/pt/docs/tutorial/security/first-steps.md,2
fastapi,docs/pt/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/pt/docs/tutorial/sql-databases.md,2
fastapi,docs/pt/docs/tutorial/static-files.md,2
fastapi,docs/pt/docs/tutorial/testing.md,2
fastapi,docs/pt/docs/virtual-environments.md,2
fastapi,docs/ko/docs/advanced/dataclasses.md,2
fastapi,docs/ko/docs/advanced/events.md,2
fastapi,docs/ko/docs/advanced/generate-clients.md,2
fastapi,docs/ko/docs/advanced/openapi-callbacks.md,2
fastapi,docs/ko/docs/advanced/response-cookies.md,2
fastapi,docs/ko/docs/advanced/response-headers.md,2
fastapi,docs/ko/docs/advanced/settings.md,2
fastapi,docs/ko/docs/advanced/wsgi.md,2
fastapi,docs/ko/docs/alternatives.md,2
fastapi,docs/ko/docs/deployment/docker.md,2
fastapi,docs/ko/docs/deployment/manually.md,2
fastapi,docs/ko/docs/environment-variables.md,2
fastapi,docs/ko/docs/help-fastapi.md,2
fastapi,docs/ko/docs/how-to/custom-request-and-route.md,2
fastapi,docs/ko/docs/how-to/graphql.md,2
fastapi,docs/ko/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/ko/docs/index.md,2
fastapi,docs/ko/docs/project-generation.md,2
fastapi,docs/ko/docs/python-types.md,2
fastapi,docs/ko/docs/tutorial/bigger-applications.md,2
fastapi,docs/ko/docs/tutorial/body-nested-models.md,2
fastapi,docs/ko/docs/tutorial/body.md,2
fastapi,docs/ko/docs/tutorial/debugging.md,2
fastapi,docs/ko/docs/tutorial/extra-data-types.md,2
fastapi,docs/ko/docs/tutorial/extra-models.md,2
fastapi,docs/ko/docs/tutorial/first-steps.md,2
fastapi,docs/ko/docs/tutorial/handling-errors.md,2
fastapi,docs/ko/docs/tutorial/index.md,2
fastapi,docs/ko/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/ko/docs/tutorial/request-files.md,2
fastapi,docs/ko/docs/tutorial/request-forms.md,2
fastapi,docs/ko/docs/tutorial/schema-extra-example.md,2
fastapi,docs/ko/docs/tutorial/security/first-steps.md,2
fastapi,docs/ko/docs/tutorial/security/oauth2-jwt.md,2
fastapi,docs/ko/docs/tutorial/sql-databases.md,2
fastapi,docs/ko/docs/tutorial/static-files.md,2
fastapi,docs/ko/docs/tutorial/testing.md,2
fastapi,docs/ko/docs/virtual-environments.md,2
fastapi,.github/pr-push.yml,2
fastapi,docs/en/docs/css/custom.css,2
fastapi,docs/en/overrides/partials/conf-rail.html,2
fastapi,docs/ko/docs/features.md,2
fastapi,tests/test_jsonable_encoder.py,2
fastapi,tests/test_skip_defaults.py,2
fastapi,fastapi/sse.py,2
fastapi,docs/en/docs/advanced/behind-a-proxy.md,2
fastapi,docs/en/docs/advanced/dataclasses.md,2
fastapi,docs/en/docs/advanced/events.md,2
fastapi,docs/en/docs/advanced/openapi-callbacks.md,2
fastapi,docs/en/docs/advanced/response-cookies.md,2
fastapi,docs/en/docs/advanced/response-headers.md,2
fastapi,docs/en/docs/advanced/templates.md,2
fastapi,docs/en/docs/advanced/websockets.md,2
fastapi,docs/en/docs/alternatives.md,2
fastapi,docs/en/docs/features.md,2
fastapi,docs/en/docs/how-to/custom-request-and-route.md,2
fastapi,docs/en/docs/how-to/graphql.md,2
fastapi,docs/en/docs/how-to/migrate-from-pydantic-v1-to-pydantic-v2.md,2
fastapi,docs/en/docs/project-generation.md,2
fastapi,docs/en/docs/python-types.md,2
fastapi,docs/en/docs/tutorial/body-nested-models.md,2
fastapi,docs/en/docs/tutorial/body.md,2
fastapi,docs/en/docs/tutorial/extra-data-types.md,2
fastapi,docs/en/docs/tutorial/extra-models.md,2
fastapi,docs/en/docs/tutorial/handling-errors.md,2
fastapi,docs/en/docs/tutorial/query-params-str-validations.md,2
fastapi,docs/en/docs/tutorial/response-model.md,2
fastapi,docs/en/docs/tutorial/schema-extra-example.md,2
fastapi,docs/en/docs/advanced/wsgi.md,2
fastapi,docs/en/docs/environment-variables.md,2
fastapi,docs/en/docs/tutorial/debugging.md,2
fastapi,docs/en/docs/tutorial/request-files.md,2
