repository,file_path,change_count
pytest,changelog/14377.bugfix.rst,2
pytest,changelog/14430.improvement.rst,2
pytest,changelog/14434.deprecation.rst,2
pytest,changelog/14441.improvement.rst,2
pytest,changelog/14442.bugfix.rst,2
pytest,changelog/14456.bugfix.rst,2
pytest,changelog/14461.improvement.rst,2
pytest,changelog/14465.doc.rst,2
pytest,changelog/14474.bugfix.rst,2
pytest,changelog/14483.bugfix.rst,2
pytest,changelog/14492.bugfix.rst,2
pytest,changelog/14513.deprecation.rst,2
pytest,changelog/14513.improvement.rst,2
pytest,changelog/14524.improvement.rst,2
pytest,changelog/14533.breaking.rst,2
pytest,changelog/14582.misc.rst,2
pytest,changelog/1764.deprecation.rst,2
pytest,changelog/1764.improvement.rst,2
pytest,changelog/3697.bugfix.rst,2
pytest,changelog/3850.bugfix.rst,2
pytest,changelog/6757.feature.rst,2
pytest,changelog/8265.improvement.rst,2
pytest,changelog/8395.feature.rst,2
pytest,doc/en/how-to/cache.rst,2
pytest,doc/en/how-to/doctest.rst,2
pytest,doc/en/index.rst,2
pytest,changelog/993.breaking.rst,1
pytest,doc/en/reference/exit-codes.rst,1
pytest,testing/acceptance_test.py,1
pytest,testing/test_session.py,1
pytest,changelog/10210.bugfix.rst,1
pytest,changelog/14921.contrib.rst,1
pytest,testing/test_argcomplete.py,1
pytest,src/_pytest/threadexception.py,1
pytest,changelog/13292.bugfix.rst,1
pytest,changelog/10745.improvement.2.rst,1
pytest,changelog/10745.improvement.1.rst,1
pytest,changelog/14864.bugfix.rst,1
pytest,changelog/14828.bugfix.rst,1
pytest,changelog/14884.bugfix.rst,1
pytest,src/_pytest/cacheprovider.py,1
pytest,changelog/6997.bugfix.rst,1
pytest,changelog/8321.bugfix.rst,1
pytest,changelog/14813.contrib.rst,1
pytest,changelog/2781.feature.rst,1
pytest,changelog/14834.doc.rst,1
pytest,changelog/13369.improvement.rst,1
pytest,testing/test_pytester.py,1
pytest,changelog/11502.bugfix.rst,1
pytest,changelog/14705.bugfix.rst,1
pytest,changelog/14716.breaking.rst,1
pytest,testing/test_findpaths.py,1
pytest,changelog/13354.improvement.rst,1
pytest,src/_pytest/nodes.py,1
pytest,doc/en/example/.ruff.toml,1
pytest,src/_pytest/reports.py,1
pytest,changelog/10721.doc.rst,1
pytest,changelog/14754.improvement.rst,1
pytest,changelog/{XXXXX.improvement.rst => 14791.improvement.rst},1
pytest,changelog/XXXXX.improvement.rst,1
pytest,changelog/14808.deprecation.rst,1
pytest,changelog/14675.bugfix.rst,1
pytest,changelog/12857.doc.rst,1
pytest,changelog/14586.bugfix.rst,1
pytest,testing/logging/test_formatter.py,1
pytest,changelog/14523.improvement.rst,1
pytest,changelog/8914.bugfix.rst,1
pytest,testing/example_scripts/issue_519.py,1
pytest,changelog/12307.bugfix.rst,1
pytest,changelog/9436.improvement.rst,1
pytest,changelog/14751.improvement.rst,1
pytest,src/_pytest/helpconfig.py,1
pytest,testing/test_helpconfig.py,1
pytest,changelog/12697.improvement.rst,1
pytest,changelog/14755.deprecation.rst,1
pytest,changelog/14774.deprecation.rst,1
pytest,testing/test_legacypath.py,1
pytest,changelog/14724.improvement.rst,1
pytest,changelog/10128.bugfix.rst,1
pytest,src/_pytest/warnings.py,1
pytest,changelog/13564.improvement.rst,1
pytest,src/_pytest/legacypath.py,1
pytest,changelog/12824.bugfix.rst,1
pytest,changelog/14743.feature.rst,1
pytest,testing/test_error_diffs.py,1
pytest,changelog/8593.breaking.rst,1
pytest,changelog/11933.bugfix.rst,1
pytest,src/_pytest/recwarn.py,1
pytest,testing/test_recwarn.py,1
pytest,changelog/12624.improvement.rst,1
pytest,changelog/1139.bugfix.rst,1
pytest,.github/actions/setup-tox/action.yml,1
pytest,changelog/14635.bugfix.rst,1
pytest,changelog/6881.feature.rst,1
pytest,testing/freeze/tox_run.py,1
pytest,changelog/14700.bugfix.rst,1
