token_1,token_2,original_similarity,improved_similarity,change
tutorial,docs,0.06513119746971048,0.04559376011796564,-0.01953743735174484
tutorial,310,0.06684564286094917,0.007215880130045011,-0.05962976273090416
tutorial,init,0.059026711595774974,0.19012093732647634,0.13109422573070137
tutorial,__.,-0.10831680589534863,-0.16034937215584322,-0.05203256626049459
tutorial,/__,-0.1663440850327988,-0.18970580331175965,-0.023361718278960858
tutorial,plot,0.08645294779553644,0.21621003764809837,0.12975708985256193
tutorial,examples,-0.07111101840368181,0.07958517878906406,0.15069619719274585
tutorial,testing,0.002594971393895928,0.13265637711146777,0.13006140571757185
tutorial,001,0.05051860578852599,0.08408392490160307,0.033565319113077086
tutorial,params,-0.006982184172392311,0.27308180081143335,0.2800639849838257
tutorial,model,-0.018349724401513973,0.0896662177322235,0.10801594213373747
tutorial,utils,-0.05941217295421787,0.2081841539051215,0.2675963268593394
tutorial,scripts,0.0592546576267155,0.2980694076629816,0.23881475003626612
tutorial,response,-0.13576514662186404,0.11195551283289201,0.24772065945475605
tutorial,an,0.0568616823280142,0.241671201767439,0.1848095194394248
tutorial,002,-0.05651491070492809,-0.03700821468225442,0.019506696022673672
tutorial,example,0.08623265621838906,0.12678114322322537,0.040548487004836306
tutorial,request,0.13430183640185997,0.3537703206120473,0.2194684842101873
tutorial,003,0.008588528584277102,0.060224785976082475,0.05163625739180537
tutorial,pytest,-0.04246463555574484,0.22162303244476525,0.2640876680005101
tutorial,linear,0.1414473166740773,0.3702872117493621,0.22883989507528477
tutorial,query,0.018809151325544362,0.16018144966029307,0.1413722983347487
tutorial,path,-0.1818458843987803,0.044508109671974966,0.22635399407075527
tutorial,cluster,-0.132018989085287,0.20038970367850048,0.3324086927637875
tutorial,api,-0.0647006552923992,0.08327120910897225,0.14797186440137144
tutorial,body,0.05605683696548603,0.0539313218540686,-0.0021255151114174323
tutorial,benchmarks,-0.1835176660060991,0.08113044075360042,0.2646481067596995
tutorial,externals,-0.06603793836962064,0.27855395386534365,0.3445918922349643
tutorial,models,-0.040918038812265585,0.03798881167525113,0.07890685048751672
tutorial,app,0.03245998171234329,0.20551722484179147,0.17305724312944817
